,text,label
2261,พอจบแล้ว ก็ได้แต่อุทานในใจ การแสดงของลีโอ มาน้อยแต่ได้เยอะ โดยเฉพาะ 30 นาทีสุดท้ายคือ ลีโอปล่อยของมาก ฟาดหนัก ส่วนเมอรีล สตรีฟ เจ้าแม่รางวัลออสการ์ทำให้เราเชื่อสนิทว่า ผู้นำคนนี้แม่งโง่จริงๆ เป็นเวอร์ชั่น ผญ ของ นายกไทยคนหนึ่ง ,neu
633,  8/10 ความโง่เคลาเบาปัญญาของผู้นำประเทศที่ห่วงแต่ชื่อเสียงจะทำให้ทุกคนซวยไม่ห่วงแม้กระทั่งลูกตัวเองดาราแน่นนักแสดงคือแบบต้องดูเรื่องเกี่ยวกับนักดาราศาสตร์ชญออกมาประกาศว่าจะมีดาวเคราะห์มาพุ่งชนโลกแต่ไม่มีใครเชื่อจนมันเกิดขึ้นสะท้อนประเทศไทยสัสๆคนไทยต้องดู Netflix ,pos
774,แอบเสียดายจริงๆ มันจะสมบูรณ์แบบมาก ถ้ามีฉากสรุปย้อนคืนวันฆาตกรรม ติตรงนี้แหละ นิดเดียวจริงๆ   ,neg
3038,ศิลปินโกโอฮีวาดรูปได้น้าาา ว่าไป ,neu
3254,วันนี้ม่ายหวายยย ขอเปนพรุ่งนี้แบบรวบตึง ,neu
2568,ปกติคือดูหนังซีรีส์ใดๆคือแค่หนุกไม่หนุก ตัวเองชอบไม่ชอบ แต่  คือองค์ประกอบอื่นๆเด่นจนนี่รับรู้ได้เลยอ้ะ โดยเฉพาะ score ชอบมากจริง,pos
2962,ตลกขำๆจอยๆไค่หัววววลำ แต่ฉากใส่ไวอากร้า คือไม่ได้มาก อดด่าไม่ได้ ,neu
3427,ไม่ได้,neu
2280, ขออนุญาตอิน เรื่องเมืองไทยปี63-64 ครึ่งนึงก็คือเราไม่ได้อยู่ในกระแส เราชิลพอ แต่ก็เอ๊ะนะ ที่พอcall outไป &gt; งานที่คุยไว้ ก็ปลดกู หรือกลัวจะเอากูไป🎤... ดีนะ กูproduceด้วย กูชิล 555    ,neu
2479,สรุป 8 Ep. พี่แกไม่มีบทพูดเลย นอกจากพยักหน้า กับเคาะประตู 😂  ,neu
908,เฟรมเดียวกัน ไม่ได้ถ่ายนานแล้ว    ,neu
2549,จนนาทีสุดท้ายตำรวจกับอัยการก็ไม่ยอมเสียหน้า หาทางลงสวยๆ ย้ำว่าที่ผ่านมาทำดีที่สุดแล้ว ไม่มีแม้แต่คำขอโทษฮยอนซูในแถลงการณ์ แถมเคลมผลงานเป็นของตัวเองอีก   ,neu
418,ที่จริงแค่ได้ดูกัปตันฮันก็คุ้มค่ากับเวลามากๆแล้วครับ!! 🌑👨🏻‍🚀,pos
1049,"เมื่ออูชิกพูดว่า ""สัปดาหหน้าสนุกกว่านี้""ชเวอุง : ............  ",neu
2225,ชอบซีนที่แซะคนใช้อินเตอร์เน็ต แต่ไม่เชื่อเรื่องวิทยาศาสตร์​หรืออวกาศฉิบหาย55555 มึงใช้ของที่สร้างจากวิทยาศาสตร์​ แต่มึงไม่เชื่อในวิทย์ ฟีลแบบรวมตัวกันแบนเฟสบุ๊คบนเฟสบุ๊คอ่ะ,pos
1639,รำคาญแคปเอิึน ,neg
3426,หนังไม่ค่อยสนุก,neg
199,8/10 ไปเลยจ้า,pos
2044,รีวิว : การเมืองมากๆ เสียดาีสังคมได้เจ็บลึก อึดอัด อยากตะโกนว่า f*ck ให้ดังก้องโลก  ,pos
802,ฉากนี้คิมซูฮยอนเล่นโคตรดีเลยอ่ะ เมื่อรู้ว่าต้องไปอยู่ในคุกอารมณ์คือมาหมดทั้งตกใจ ทั้งกลัว และสิ้นหวัง 👏🏻👏🏻   ,pos
